TransactionID,CustomerID,CustomerName,Email,PhoneNumber,Address,City,State,ZipCode,Country,RegistrationDate,ProductID,Category,BrandName,Price,StockQuantity,Purchase Quantity,Discount,TotalAmount,DateOfPurchase,PaymentMethod,ReviewDate,Rating,ReviewTitle,ReviewText
661,177,Allison Zavala,alexa65@morris.biz,7050314120,5198 Michael Pass,East Jonathonport,AZ,64411,USA,10/22/2024,1005,Laptop,UrbanGoods,1336.14,35,4,10.87,5333.69,10/22/2025,Cryptocurrency,11/22/2025,5,Average,Not satisfied with the product.
662,121,Cynthia Jenkins,timothy88@yahoo.com,8116063536,598 Turner Knoll Suite 803,Hayeston,MI,22549,USA,10/23/2024,1007,Laptop,EcoGear,718.28,94,1,17.62,700.66,10/23/2025,Bank Transfer,11/23/2025,3,Poor,Not satisfied with the product.
663,131,Hunter Harris,hayesselena@pacheco.info,5591257332,078 Saunders Pines Apt. 981,Jeffreyton,MT,46062,USA,10/24/2024,1009,Accessory,NovaTech,376.85,103,1,163.3,213.55,10/24/2025,Credit Card,11/24/2025,1,Good,Really happy with the performance.
664,181,Anna Green,nicolegarcia@gmail.com,8990150304,127 Greene Expressway,East Yolandamouth,NJ,73081,USA,10/25/2024,1009,Smartphone,Luxora,516.09,152,4,149.22,1915.14,10/25/2025,PayPal,11/25/2025,2,Good,Terrible experience.
665,135,Emily Booth,dayisaac@turner.com,3450868013,56901 Crystal Parkway Apt. 131,Vincentside,AZ,47734,USA,10/26/2024,1006,Laptop,NovaTech,54.02,54,1,134.86,-80.84,10/26/2025,Bank Transfer,11/26/2025,1,Poor,Terrible experience.
666,108,Alexander Benson,hdowns@hotmail.com,4015548896,425 Friedman Freeway,South Lawrenceport,OK,58071,USA,10/27/2024,1009,Laptop,UrbanGoods,1145.92,14,4,183.06,4400.62,10/27/2025,Bank Transfer,11/27/2025,4,Poor,Not satisfied with the product.
667,125,Benjamin Brown IV,dianaorozco@yahoo.com,4717225874,1134 Zavala Flats,South Karichester,IN,49368,USA,10/28/2024,1009,Smartphone,NovaTech,377.23,155,2,54.22,700.24,10/28/2025,Bank Transfer,11/28/2025,5,Good,Not satisfied with the product.
668,121,Sean Robinson,johnsondanielle@hotmail.com,6477070773,0919 Jeffery Spring,Lake Jessicamouth,AR,85408,USA,10/29/2024,1003,Laptop,Luxora,916.99,199,4,8.52,3659.44,10/29/2025,Debit Card,11/29/2025,3,Good,Overall good performance but some issues.
669,145,Madison Watts,howardalan@gmail.com,1914580900,4480 Lauren Keys,Port John,KS,92354,USA,10/30/2024,1009,Smartphone,NovaTech,86.41,66,1,183.36,-96.95,10/30/2025,Bank Transfer,11/30/2025,1,Good,Really happy with the performance.
670,186,Kristen Johnson,martinezbrent@gmail.com,6065806193,6569 Bennett View Apt. 443,New Shannon,DE,88410,USA,10/31/2024,1003,Smartphone,EcoGear,1260.02,139,4,197.38,4842.7,10/31/2025,PayPal,12/1/2025,3,Poor,Terrible experience.
671,116,Michael Shepherd,hsilva@hotmail.com,7665740696,71909 David Union,Katherinefort,TX,96714,USA,11/1/2024,1007,Laptop,UrbanGoods,321.79,26,1,37.59,284.2,11/1/2025,PayPal,12/2/2025,4,Excellent,"It's okay, not the best."
672,125,Courtney Knight,cmoss@hotmail.com,5171514512,850 Maureen Radial,Lake Graceberg,CA,6328,USA,11/2/2024,1002,Accessory,NovaTech,56.91,88,3,134.06,36.67,11/2/2025,PayPal,12/3/2025,2,Below Average,Not satisfied with the product.
673,137,Stephen Johnson,samuel71@hammond.com,8558954669,95870 Zachary Drive,Clineborough,SD,18923,USA,11/3/2024,1008,Laptop,NovaTech,486.72,116,2,24.74,948.7,11/3/2025,Cryptocurrency,12/4/2025,2,Below Average,"It's okay, not the best."
674,101,Dawn Tucker,nicolebarajas@hotmail.com,4066207403,74675 Tyler Lock,Port Stacyborough,NM,37557,USA,11/4/2024,1001,Laptop,EcoGear,1384.71,187,2,15.78,2753.64,11/4/2025,Bank Transfer,12/5/2025,5,Average,Not satisfied with the product.
675,105,Manuel Martin,russell42@hotmail.com,933197549,342 Steven Forest,Lake Alex,DC,40751,USA,11/5/2024,1003,Laptop,EcoGear,430.79,34,4,75.72,1647.44,11/5/2025,Credit Card,12/6/2025,1,Poor,Terrible experience.
676,170,Devin Fleming,torresshelby@edwards.com,3682213389,33358 Hernandez Road,Joycebury,OK,62313,USA,11/6/2024,1002,Laptop,EcoGear,780.04,79,2,24.62,1535.46,11/6/2025,Cryptocurrency,12/7/2025,4,Good,Really happy with the performance.
677,112,Rachel Reed,sdougherty@yahoo.com,6163199088,931 Malik Cape Suite 106,Deniseville,MS,77838,USA,11/7/2024,1001,Accessory,Luxora,640.48,131,1,26.68,613.8,11/7/2025,Debit Card,12/8/2025,1,Excellent,"It's okay, not the best."
678,190,Paula Williams,jenniferdawson@gmail.com,5429820201,33304 Harris Pike Apt. 071,Andrewmouth,KS,79059,USA,11/8/2024,1007,Accessory,NovaTech,476.66,159,2,101.32,852,11/8/2025,PayPal,12/9/2025,1,Average,Overall good performance but some issues.
679,174,George Campos,ronaldalvarez@watson-lucas.info,5973939887,548 Guerrero Plain Apt. 781,South Jessica,AK,25164,USA,11/9/2024,1008,Accessory,PrimeElectro,1394.66,18,2,108.33,2680.99,11/9/2025,Debit Card,12/10/2025,3,Average,Terrible experience.
680,154,Charles Moore,serranomichael@gmail.com,3758983011,519 Scott Lock Suite 526,Davidmouth,IN,66539,USA,11/10/2024,1007,Smartphone,Luxora,1194.04,43,1,81.78,1112.26,11/10/2025,Cryptocurrency,12/11/2025,5,Good,"It's okay, not the best."
681,178,Chad Munoz,francokeith@wilson-king.info,6651608881,8586 Patrick Avenue,Romanshire,KY,73938,USA,11/11/2024,1005,Accessory,PrimeElectro,1154.77,79,3,134.69,3329.62,11/11/2025,Debit Card,12/12/2025,5,Poor,Not satisfied with the product.
682,162,Amy Jones,rgillespie@hotmail.com,8263421071,253 Christopher Pike Apt. 446,Lake Tiffany,NM,20443,USA,11/12/2024,1007,Smartphone,EcoGear,812.86,106,4,197.4,3054.04,11/12/2025,Cryptocurrency,12/13/2025,1,Below Average,Really happy with the performance.
683,172,Christopher Dunn,qhaynes@parsons-wang.com,2408571960,5828 Greene Street,Dalehaven,TX,31736,USA,11/13/2024,1007,Laptop,NovaTech,1246.05,10,2,169.16,2322.94,11/13/2025,Debit Card,12/14/2025,1,Excellent,Not satisfied with the product.
684,171,Lisa Spears,patricia54@yahoo.com,3809286379,015 Michelle Flats Apt. 025,Stevenchester,TN,99881,USA,11/14/2024,1001,Accessory,UrbanGoods,714.72,53,2,154.01,1275.43,11/14/2025,PayPal,12/15/2025,4,Good,Really happy with the performance.
685,145,Aaron Nelson,johnsonnatalie@howard.org,7354404208,6920 Keith Lodge Apt. 624,South Teresa,ND,46148,USA,11/15/2024,1005,Accessory,NovaTech,724.52,125,2,86.18,1362.86,11/15/2025,Bank Transfer,12/16/2025,1,Excellent,Not satisfied with the product.
686,105,Zachary Howe,katherinethomas@hotmail.com,4683752001,152 Bruce Gateway Apt. 057,East Cameronshire,SC,719,USA,11/16/2024,1006,Accessory,Luxora,765.97,16,2,69.32,1462.62,11/16/2025,PayPal,12/17/2025,5,Poor,"It's okay, not the best."
687,147,Gerald Osborne,mary25@butler.com,5685066664,5368 Perez Valley,Taylorland,MS,35234,USA,11/17/2024,1005,Accessory,EcoGear,393.52,152,1,116.4,277.12,11/17/2025,PayPal,12/18/2025,3,Poor,Overall good performance but some issues.
688,159,Andre Perez,elizabeth95@hughes.com,959804278,15041 Cox Streets,Lauriestad,TX,27735,USA,11/18/2024,1008,Accessory,NovaTech,1389.3,175,2,65.11,2713.49,11/18/2025,PayPal,12/19/2025,4,Average,Not satisfied with the product.
689,142,Kevin Anthony,richard40@gmail.com,6922002296,743 Justin Estate,Lake Amandastad,MS,77262,USA,11/19/2024,1008,Laptop,PrimeElectro,425.19,102,1,38.14,387.05,11/19/2025,Bank Transfer,12/20/2025,3,Good,"It's okay, not the best."
690,167,Ashley Day,carpenterjoseph@cannon.com,5474450414,705 Goodman Lodge Apt. 746,Morganshire,CT,63091,USA,11/20/2024,1001,Accessory,NovaTech,337.33,63,4,174.3,1175.02,11/20/2025,PayPal,12/21/2025,1,Average,"It's okay, not the best."
691,110,James Hill,brian97@yahoo.com,7235390787,7604 Stevens Station,Watsonfurt,MA,65922,USA,11/21/2024,1005,Smartphone,PrimeElectro,403.44,39,1,28.54,374.9,11/21/2025,Cryptocurrency,12/22/2025,4,Average,Not satisfied with the product.
692,157,Ian Barron,rachel82@moore-hernandez.com,9484691743,51186 Steven Village Apt. 195,New Charlesmouth,WA,86857,USA,11/22/2024,1002,Smartphone,NovaTech,1235.16,103,4,196.95,4743.69,11/22/2025,Debit Card,12/23/2025,3,Excellent,Overall good performance but some issues.
693,191,Nancy Wyatt,castillobruce@murphy.com,8144901889,16695 Cynthia Square Apt. 942,Kyletown,OR,37120,USA,11/23/2024,1009,Accessory,PrimeElectro,1164.39,130,3,55.58,3437.59,11/23/2025,Bank Transfer,12/24/2025,4,Good,Really happy with the performance.
694,189,Tara Smith,amandathomas@johnson.com,6235603453,643 Brown Well Suite 508,Port Chadville,AZ,9608,USA,11/24/2024,1005,Smartphone,Luxora,669.3,132,2,148.76,1189.84,11/24/2025,Credit Card,12/25/2025,2,Good,"It's okay, not the best."
695,103,Leslie Baker,millermolly@gmail.com,977421348,155 Rice Loop Suite 168,West Evan,TX,29401,USA,11/25/2024,1001,Accessory,PrimeElectro,69.98,141,2,16.92,123.04,11/25/2025,Cryptocurrency,12/26/2025,2,Poor,"It's okay, not the best."
696,178,James King,maynardamy@gmail.com,3603833982,92497 Kelsey Center,Moorestad,AZ,60725,USA,11/26/2024,1008,Laptop,Luxora,1464.82,84,2,161.61,2768.03,11/26/2025,Bank Transfer,12/27/2025,5,Below Average,"It's okay, not the best."
697,182,Erica Reed,gloriabell@harrison.com,2426729157,8947 Wayne Mount,North Jill,NY,28054,USA,11/27/2024,1001,Smartphone,EcoGear,242.17,51,3,105.57,620.94,11/27/2025,Debit Card,12/28/2025,4,Good,"It's okay, not the best."
698,169,Danielle Welch,melissa52@myers.com,2015577999,3998 Heather Plaza Apt. 564,Port Tina,AZ,49680,USA,11/28/2024,1007,Accessory,UrbanGoods,1284.56,177,2,193.67,2375.45,11/28/2025,Bank Transfer,12/29/2025,4,Average,Not satisfied with the product.
699,158,Shawn Roth MD,laurafarley@hotmail.com,9497220949,5456 Jake Mountain Apt. 646,Lake Matthew,NJ,89375,USA,11/29/2024,1008,Smartphone,EcoGear,1183.5,106,4,101.01,4632.99,11/29/2025,Cryptocurrency,12/30/2025,5,Good,Really happy with the performance.
700,104,Diana Henry,stevensonclaudia@wilson.com,741867096,69712 Patrick Village Apt. 433,Coxport,MS,28868,USA,11/30/2024,1005,Accessory,NovaTech,1410.21,170,1,156.64,1253.57,11/30/2025,Cryptocurrency,12/31/2025,2,Below Average,Not satisfied with the product.
701,117,Regina Lutz,ryoder@gmail.com,8634327200,3633 Joseph Villages Apt. 450,Leeborough,IL,88254,USA,12/1/2024,1000,Smartphone,EcoGear,1171.43,166,2,50.34,2292.52,12/1/2025,Credit Card,1/1/2026,4,Excellent,Overall good performance but some issues.
702,169,Ryan Pratt,carrollchristopher@finley.net,2182441752,78081 Nancy Ville,Cherylchester,AL,59726,USA,12/2/2024,1001,Laptop,NovaTech,530.49,24,3,72.9,1518.57,12/2/2025,PayPal,1/2/2026,5,Poor,Really happy with the performance.
703,163,Christina Green,jennifer80@wright.biz,5319590986,6881 Boyer Rapid Apt. 813,Kingland,IL,12190,USA,12/3/2024,1009,Smartphone,NovaTech,386.28,108,2,158.79,613.77,12/3/2025,Debit Card,1/3/2026,5,Poor,Terrible experience.
704,194,Beth Clark,steven28@matthews-lewis.info,5252043441,38146 Ann Lake Suite 180,Tanyamouth,ID,67595,USA,12/4/2024,1005,Smartphone,UrbanGoods,597.65,72,3,175.19,1617.76,12/4/2025,Cryptocurrency,1/4/2026,4,Good,Overall good performance but some issues.
705,124,Dana Conley,sarahthompson@rodriguez.com,2765416923,7288 Peterson Dale Apt. 090,Lake Amandaside,NY,9135,USA,12/5/2024,1001,Smartphone,PrimeElectro,344.48,71,2,25.75,663.21,12/5/2025,Cryptocurrency,1/5/2026,2,Excellent,Not satisfied with the product.
706,103,Gary Bryan,bwalters@yahoo.com,1915450838,40277 Stewart Plains Suite 896,East Ronaldshire,MD,2441,USA,12/6/2024,1004,Smartphone,PrimeElectro,1093.38,111,3,139.79,3140.35,12/6/2025,Debit Card,1/6/2026,3,Good,"It's okay, not the best."
707,169,Danielle Smith,christophermercer@paul.com,522780734,9608 Davis Union Suite 711,East Dawnbury,CA,64571,USA,12/7/2024,1009,Accessory,UrbanGoods,1248.45,77,2,196.18,2300.72,12/7/2025,Cryptocurrency,1/7/2026,2,Poor,Not satisfied with the product.
708,140,Christopher Marks,robert40@hotmail.com,7946986580,61523 Rice Via Suite 413,East Kevin,WY,1310,USA,12/8/2024,1008,Laptop,NovaTech,987.34,151,2,189.64,1785.04,12/8/2025,Credit Card,1/8/2026,4,Excellent,Not satisfied with the product.
709,136,William Watson,zavalatravis@barber.com,2305380529,3922 Fritz Island,West Johnchester,VA,19182,USA,12/9/2024,1002,Laptop,EcoGear,319.83,156,4,76.04,1203.28,12/9/2025,Credit Card,1/9/2026,4,Good,Not satisfied with the product.
710,158,Lauren Hall,jillgardner@hotmail.com,48448664,379 Harris Land Apt. 967,Allenton,CA,4458,USA,12/10/2024,1008,Smartphone,EcoGear,104.21,91,3,63.27,249.36,12/10/2025,PayPal,1/10/2026,4,Poor,Overall good performance but some issues.
711,149,Peter Taylor,michael73@yahoo.com,5069222263,840 Gill Shoals Apt. 185,North Monicatown,SD,71670,USA,12/11/2024,1003,Smartphone,Luxora,891.58,71,4,31.23,3535.09,12/11/2025,Bank Transfer,1/11/2026,2,Good,Terrible experience.
712,155,James Newton,ashley37@gmail.com,7959205435,358 Armstrong Tunnel,South Robert,NE,27142,USA,12/12/2024,1003,Laptop,PrimeElectro,720.88,44,2,197.55,1244.21,12/12/2025,Debit Card,1/12/2026,3,Average,"It's okay, not the best."
713,124,Joshua Reynolds,kevinmartinez@nelson.net,2945812551,8577 Gallegos Corner,South James,ID,71724,USA,12/13/2024,1007,Laptop,NovaTech,339.57,108,3,154.92,863.79,12/13/2025,Credit Card,1/13/2026,3,Below Average,"It's okay, not the best."
714,133,Mrs. Ariel Hernandez,gloria34@ware.info,9306764645,2428 Gutierrez Manors Apt. 897,Port Timothy,CO,9678,USA,12/14/2024,1004,Laptop,UrbanGoods,583.72,93,4,127.03,2207.85,12/14/2025,Credit Card,1/14/2026,5,Average,Not satisfied with the product.
715,118,David Lindsey,tgreen@jones-hull.com,8078223129,3093 Jose Forks,Connieland,NY,28778,USA,12/15/2024,1008,Laptop,UrbanGoods,835.13,85,2,106.59,1563.67,12/15/2025,Credit Card,1/15/2026,5,Excellent,Not satisfied with the product.
716,197,Ashley Turner,kennethchavez@gmail.com,317253993,480 Alexis Track,Paulaland,TN,95921,USA,12/16/2024,1003,Smartphone,EcoGear,967.73,159,4,162.25,3708.67,12/16/2025,Credit Card,1/16/2026,1,Average,Not satisfied with the product.
717,178,Tara Miller,holmeslinda@allen-marshall.com,4555210208,61493 Stefanie Square Apt. 634,North Jason,LA,98033,USA,12/17/2024,1003,Laptop,PrimeElectro,741.13,141,1,132.07,609.06,12/17/2025,PayPal,1/17/2026,1,Poor,Not satisfied with the product.
718,107,Barbara Black,mariaellis@hotmail.com,5900994070,7857 Estrada Gardens,North Andrew,DE,13338,USA,12/18/2024,1001,Smartphone,NovaTech,1458.52,123,3,100.09,4275.47,12/18/2025,Cryptocurrency,1/18/2026,1,Poor,Overall good performance but some issues.
719,153,John Warren,toddproctor@thomas-rodriguez.com,465293897,3015 Mark Fork Suite 461,Castanedastad,VA,70712,USA,12/19/2024,1007,Smartphone,UrbanGoods,117.03,44,3,91.12,259.97,12/19/2025,Credit Card,1/19/2026,1,Good,Overall good performance but some issues.
720,146,Jessica Hines,baueralexis@anderson.info,6805677609,178 James Hills Suite 158,Benjamintown,GA,50761,USA,12/20/2024,1005,Laptop,UrbanGoods,1004.4,100,2,78.82,1929.98,12/20/2025,PayPal,1/20/2026,3,Average,Really happy with the performance.
721,133,Brenda Colon,lopezbrett@gmail.com,7854261515,04564 Mayo Prairie,Kristentown,GA,10632,USA,12/21/2024,1005,Accessory,NovaTech,1368.86,173,4,194.12,5281.32,12/21/2025,Bank Transfer,1/21/2026,4,Excellent,Really happy with the performance.
722,181,Kara Wong,millerchristina@evans-robinson.com,5591300852,55611 Castillo Prairie,New Davidberg,AK,60597,USA,12/22/2024,1007,Smartphone,PrimeElectro,393.02,116,4,183.39,1388.69,12/22/2025,Cryptocurrency,1/22/2026,3,Below Average,Overall good performance but some issues.
723,129,Devin Townsend,tbrady@mays.com,207863546,2261 Stephen Islands Apt. 738,Michaelside,PA,23862,USA,12/23/2024,1007,Laptop,PrimeElectro,359.88,187,4,70.1,1369.42,12/23/2025,Bank Transfer,1/23/2026,3,Average,Not satisfied with the product.
724,112,Jennifer Jordan,hlopez@hotmail.com,7496204743,745 Roberts Spring Apt. 035,Lake Henry,SD,23206,USA,12/24/2024,1003,Smartphone,Luxora,1155.24,21,1,17.65,1137.59,12/24/2025,Cryptocurrency,1/24/2026,5,Excellent,"It's okay, not the best."
725,146,Allison Perez,rebeccarubio@gmail.com,3765868018,2851 Melissa Cliffs,East Robert,UT,81137,USA,12/25/2024,1002,Accessory,NovaTech,755.24,114,3,35.33,2230.39,12/25/2025,Cryptocurrency,1/25/2026,3,Average,Overall good performance but some issues.
726,132,Thomas Adams,christopher14@hotmail.com,3412839289,4323 Flores Ways Apt. 464,Katherineport,AZ,51821,USA,12/26/2024,1001,Laptop,PrimeElectro,1488.66,76,1,121.26,1367.4,12/26/2025,Cryptocurrency,1/26/2026,1,Average,Overall good performance but some issues.
727,134,Barbara Powers,kennedytravis@davidson.com,9415160768,49217 Zachary Forest Apt. 220,New Bethland,SC,2489,USA,12/27/2024,1002,Smartphone,Luxora,904.23,32,4,146.21,3470.71,12/27/2025,PayPal,1/27/2026,5,Good,Really happy with the performance.
728,187,Ms. Jennifer Ray,aholmes@gmail.com,373068036,3030 Jennifer Meadow,Javierside,MI,92742,USA,12/28/2024,1009,Accessory,EcoGear,1388.99,51,3,173.32,3993.65,12/28/2025,Debit Card,1/28/2026,1,Poor,Terrible experience.
729,125,Erica Sims,kingjared@gmail.com,6196569553,21693 Davis Loaf,Lake Jamesland,ME,31622,USA,12/29/2024,1005,Accessory,NovaTech,67.71,52,2,182.39,-46.97,12/29/2025,Bank Transfer,1/29/2026,5,Below Average,"It's okay, not the best."
730,146,Christopher Montoya,nadams@hotmail.com,952304028,2434 Katie Station,Scottmouth,NC,23951,USA,12/30/2024,1008,Smartphone,UrbanGoods,274.08,153,1,187.29,86.79,12/30/2025,Cryptocurrency,1/30/2026,5,Below Average,"It's okay, not the best."
731,152,Michael Taylor,fitzgeraldalexander@nelson-vargas.com,3358409300,130 Jenny Ways,Pearsonland,MI,95452,USA,12/31/2024,1008,Laptop,PrimeElectro,1042.41,197,4,195.66,3973.98,12/31/2025,Cryptocurrency,1/31/2026,2,Average,Terrible experience.
732,164,Melinda Hill,sawyersarah@scott-matthews.com,6849967515,3059 Meredith Forks,South Andrew,MT,49310,USA,1/1/2025,1008,Laptop,NovaTech,653.88,70,1,156.9,496.98,1/1/2026,Credit Card,2/1/2026,5,Good,Really happy with the performance.
733,176,Carrie Hawkins,alexanderproctor@gmail.com,5788040765,0488 Crystal Rapid,Lake David,MS,51872,USA,1/2/2025,1002,Smartphone,EcoGear,1262.15,91,4,147.98,4900.62,1/2/2026,Credit Card,2/2/2026,2,Average,"It's okay, not the best."
734,173,Catherine Reyes,leelewis@hotmail.com,1963140688,517 Alexander Extension,Matthewtown,CA,85088,USA,1/3/2025,1002,Accessory,UrbanGoods,671.9,113,4,71.38,2616.22,1/3/2026,PayPal,2/3/2026,4,Average,Really happy with the performance.
735,118,Michael Jenkins,bryantjonathan@oliver.biz,3819336064,18123 Dylan Ford Apt. 204,South Darrellburgh,NY,24192,USA,1/4/2025,1008,Accessory,PrimeElectro,1083.85,105,4,186.14,4149.26,1/4/2026,Cryptocurrency,2/4/2026,1,Excellent,Really happy with the performance.
736,104,Patrick Walters,osanchez@rose.net,219566833,61953 Edward Underpass Suite 507,West Russell,NH,61688,USA,1/5/2025,1004,Accessory,UrbanGoods,870.93,109,3,31.8,2580.99,1/5/2026,Bank Transfer,2/5/2026,3,Good,Not satisfied with the product.
737,107,David Bell,ryan20@yahoo.com,3922670093,50945 Ryan Shoal Suite 511,Lake Mark,IL,97024,USA,1/6/2025,1001,Accessory,EcoGear,223.86,134,1,111.25,112.61,1/6/2026,Bank Transfer,2/6/2026,4,Excellent,Terrible experience.
738,103,Michelle Wells,cameron69@yahoo.com,4082613654,6273 Morgan Field Suite 792,East Michaelview,VA,34550,USA,1/7/2025,1001,Smartphone,UrbanGoods,1091.03,123,4,93.15,4270.97,1/7/2026,Credit Card,2/7/2026,3,Average,Terrible experience.
739,148,David Gonzales,joshua74@brown.com,1915042535,7923 Brown Courts Apt. 852,Lake Misty,IA,7233,USA,1/8/2025,1000,Accessory,NovaTech,1074.24,13,4,178.6,4118.36,1/8/2026,Credit Card,2/8/2026,1,Below Average,Not satisfied with the product.
740,176,Nancy Ramos,ulong@hill.com,1249681422,588 Joseph Forge,Lake Courtney,CT,23821,USA,1/9/2025,1002,Smartphone,UrbanGoods,217.79,183,2,130.27,305.31,1/9/2026,Debit Card,2/9/2026,3,Average,Really happy with the performance.
741,137,Rachel Hernandez,pittsdonald@yahoo.com,3638607904,8470 Charlene Mountains Apt. 002,Copelandhaven,CO,80678,USA,1/10/2025,1001,Laptop,EcoGear,864.77,163,1,80.1,784.67,1/10/2026,Cryptocurrency,2/10/2026,5,Below Average,Really happy with the performance.
742,148,Melinda Johnson,shannon17@hendrix-spears.com,9271008049,3897 Rebecca Roads,Dominguezville,MS,36301,USA,1/11/2025,1007,Laptop,NovaTech,536.69,61,1,23.3,513.39,1/11/2026,Cryptocurrency,2/11/2026,4,Excellent,"It's okay, not the best."
743,182,Mark Johnson,kaylayang@hotmail.com,4426303447,25025 Jon Course Suite 129,Sherryton,OH,92571,USA,1/12/2025,1000,Accessory,Luxora,715.33,166,2,61.29,1369.37,1/12/2026,Credit Card,2/12/2026,2,Average,Terrible experience.
744,151,Tamara Aguirre,james26@gmail.com,2218537018,572 Bradley Plain Apt. 968,Beckyville,NY,73439,USA,1/13/2025,1002,Accessory,EcoGear,663,92,4,104.07,2547.93,1/13/2026,Credit Card,2/13/2026,3,Average,"It's okay, not the best."
745,149,Julie Wheeler,joshuacunningham@hotmail.com,9917362047,93792 Hunt Pines Suite 352,Lake Alice,WY,22447,USA,1/14/2025,1009,Accessory,PrimeElectro,201.92,118,1,82.07,119.85,1/14/2026,Credit Card,2/14/2026,4,Excellent,"It's okay, not the best."
746,171,Sandra Anthony,emily88@yahoo.com,6236613686,841 Walter Square Suite 662,Lake Michael,CT,19039,USA,1/15/2025,1003,Laptop,Luxora,279.13,161,1,190.06,89.07,1/15/2026,Debit Card,2/15/2026,2,Below Average,Terrible experience.
747,190,Christian Martinez,john51@rowland.com,6873807186,54616 Frank Lake Suite 926,East Sarah,WV,26617,USA,1/16/2025,1004,Smartphone,Luxora,175.87,120,2,121.48,230.26,1/16/2026,Debit Card,2/16/2026,1,Excellent,"It's okay, not the best."
748,149,Steve Jones,thomas71@gmail.com,6010373693,08995 Wright Circles Suite 271,North Danamouth,OK,31850,USA,1/17/2025,1009,Smartphone,NovaTech,329.05,20,2,142.86,515.24,1/17/2026,Debit Card,2/17/2026,1,Average,Terrible experience.
749,129,Toni Wood,laurablair@hotmail.com,6136497169,25907 Jesse Springs Apt. 740,South Ashley,MO,78963,USA,1/18/2025,1003,Smartphone,EcoGear,1286.04,151,1,121.15,1164.89,1/18/2026,Cryptocurrency,2/18/2026,4,Good,Really happy with the performance.
750,103,Christopher Whitaker,quinnkristen@yahoo.com,9563081400,165 Hannah Ports,Smithbury,MD,7203,USA,1/19/2025,1000,Accessory,NovaTech,85.56,87,2,84,87.12,1/19/2026,Debit Card,2/19/2026,2,Average,Really happy with the performance.
751,174,David Young,tburke@spears.com,4287404507,7687 Washington Oval,Goldenfort,MO,98448,USA,1/20/2025,1000,Smartphone,UrbanGoods,675.85,23,1,16.96,658.89,1/20/2026,Cryptocurrency,2/20/2026,4,Excellent,Overall good performance but some issues.
752,184,Matthew Heath,alexbailey@gmail.com,2036505217,4449 Christine Estate,Fischerland,IA,55803,USA,1/21/2025,1006,Accessory,UrbanGoods,1211.36,75,4,11.04,4834.4,1/21/2026,Credit Card,2/21/2026,4,Average,"It's okay, not the best."
753,165,Felicia Stuart,morenopaul@carter-le.com,8681662969,8066 Michelle Tunnel Suite 581,Haynestown,AZ,93556,USA,1/22/2025,1004,Laptop,PrimeElectro,195.37,13,4,132.48,649,1/22/2026,Cryptocurrency,2/22/2026,2,Below Average,"It's okay, not the best."
754,120,Angelica Roberson,fespinoza@valenzuela.biz,195018608,14662 Stephanie Brook Suite 108,Wesleytown,MS,2919,USA,1/23/2025,1003,Smartphone,NovaTech,380.18,150,3,140.49,1000.05,1/23/2026,Bank Transfer,2/23/2026,5,Below Average,Terrible experience.
755,180,Jennifer Dawson,mfoster@curry.com,1096087043,463 Karen Underpass,Mitchellchester,AL,3352,USA,1/24/2025,1003,Accessory,NovaTech,1104.79,18,3,40.08,3274.29,1/24/2026,PayPal,2/24/2026,3,Average,"It's okay, not the best."
756,142,Richard Murray,amber63@martinez.com,4986385213,11702 Mark Lane Suite 131,Lake Thomas,CO,3282,USA,1/25/2025,1001,Smartphone,Luxora,988.95,20,4,128.55,3827.25,1/25/2026,Credit Card,2/25/2026,3,Good,Overall good performance but some issues.
757,128,Laura Mendoza,thomas78@maldonado.com,16237355,13048 Turner Mission Apt. 879,Douglasberg,TX,70812,USA,1/26/2025,1000,Laptop,Luxora,866.38,135,1,7.11,859.27,1/26/2026,Bank Transfer,2/26/2026,3,Excellent,Not satisfied with the product.
758,126,James Reed,danielcollins@hotmail.com,9093210306,33755 Misty Vista,Martinezfurt,CO,90648,USA,1/27/2025,1007,Smartphone,PrimeElectro,298.88,16,1,91.69,207.19,1/27/2026,PayPal,2/27/2026,4,Excellent,Not satisfied with the product.
759,187,Diana Garcia,xmcpherson@hill.org,6701639983,76274 Jeffrey Harbor,Angelaside,NH,96632,USA,1/28/2025,1008,Smartphone,PrimeElectro,1202.07,62,1,59.43,1142.64,1/28/2026,Bank Transfer,2/28/2026,3,Good,Really happy with the performance.
760,152,Rita Fisher,dylanzuniga@gmail.com,2021086750,46443 Price Crossing Suite 042,Aguilarberg,IL,54960,USA,1/29/2025,1006,Laptop,NovaTech,255.05,169,2,177.15,332.95,1/29/2026,PayPal,3/1/2026,4,Excellent,Overall good performance but some issues.
761,148,Antonio Smith,sharon47@martinez-bailey.com,7925877551,69755 White Manors Apt. 289,South Jamiestad,KS,64649,USA,1/30/2025,1002,Accessory,EcoGear,245.46,129,1,65.08,180.38,1/30/2026,PayPal,3/2/2026,4,Poor,Really happy with the performance.
762,166,Tammy Moses,shawangel@yahoo.com,6478309392,086 David Highway Suite 911,Amberview,MN,61098,USA,1/31/2025,1008,Accessory,UrbanGoods,1202.8,53,4,81.2,4730,1/31/2026,Debit Card,3/3/2026,2,Excellent,Terrible experience.
